Folder Path;traj.csv exists?;foodpatches_reviewed.csv exists?;traj.mat exists?;traj.mat empty?;Diagnosis of video;frames with zero worms;frames with one worm;frames with two or more worms;proportion of frames with multiple worms;final classification of the video
Documents/PTUT/Minipatches_light_20260116/20221119T115002_SmallPatches_C4-CAM4;1;1;1;0;OK;10509;24491;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221119T113756_SmallPatches_C3-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221013T201306_SmallPatches_C3-CAM7;1;1;1;0;OK;2383;32616;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T115619_SmallPatches_C1-CAM3;1;1;1;0;OK;495;34593;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T195631_SmallPatches_C2-CAM4;1;1;1;0;OK;2063;33137;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM1;1;1;1;0;OK;811;27406;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;1;1;1;0;OK;3029;31983;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM4;1;1;1;0;OK;475;27612;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221123T210701_SmallPatches_C2-CAM7;1;1;1;0;OK;9209;5675;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM5;1;1;1;0;OK;3889;31084;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM2;1;1;1;0;OK;3372;31705;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM5;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221017T111530_SmallPatches_C2-CAM4;1;1;0;0;WEIRD;582;1522;33173;0.9403577401706494;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221012T130017_SmallPatches_C3-CAM6;1;1;1;0;OK;2816;25440;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221013T115324_SmallPatches_C4-CAM8;1;1;1;0;OK;9569;23917;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T113303_SmallPatches_C4-CAM5;1;1;1;0;OK;10688;24333;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T131916_SmallPatches_C5-CAM2;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T111024_SmallPatches_C5-CAM2;1;1;1;0;OK;265;34673;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T125943_SmallPatches_C1-CAM3;1;1;1;0;OK;5627;19649;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM2;1;1;1;0;OK;1858;33164;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T202949_SmallPatches_C4-CAM7;1;1;1;0;OK;26394;8579;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM5;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM5;1;1;1;0;OK;3694;31357;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T120032_SmallPatches_C1-CAM8;1;1;1;0;OK;8258;24799;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221126T205107_SmallPatches_C5-CAM7;1;1;1;0;OK;1744;33372;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM8;1;1;1;0;OK;17697;17495;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM6;1;1;1;0;OK;486;34582;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM4;1;1;1;0;OK;9720;25214;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM5;1;1;1;0;OK;4267;30863;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM8;1;1;1;0;OK;4222;30884;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM5;1;1;1;0;OK;3404;31561;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM4;1;1;1;0;OK;3929;30102;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T193952_SmallPatches_C6-CAM1;1;1;1;0;OK;12562;14300;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM3;1;1;1;0;OK;377;34547;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221118T104744_SmallPatches_C5-CAM5;1;1;1;0;OK;828;34142;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221122T103611_SmallPatches_C6-CAM2;1;1;0;0;WEIRD;2011;14649;18389;0.5246654683443179;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM2;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221110T105517_SmallPatches_C3-CAM3;1;1;1;0;OK;1384;33585;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221012T200644_SmallPatches_C1-CAM2;1;1;1;0;OK;336;34609;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM1;1;1;1;0;OK;1725;33345;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221126T205114_SmallPatches_C6-CAM2;1;1;0;0;WEIRD;710;3315;31202;0.8857410508984586;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221015T201431_SmallPatches_C4-CAM5;1;1;0;0;WEIRD;448;5113;29434;0.8410915845120731;2+ worms
Documents/PTUT/Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM8;1;1;1;0;OK;5839;29211;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221125T233343_SmallPatches_C6-CAM6;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;1;1;1;0;OK;425;34602;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221015T201543_SmallPatches_C5-CAM2;1;1;1;0;OK;5799;19741;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221117T200328_SmallPatches_C5-CAM3;0;1;0;1;NO WORM;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221119T203029_SmallPatches_C6-CAM7;1;1;1;0;OK;1681;33390;0;0.0;1 worm clean
Documents/PTUT/Minipatches_light_20260116/20221121T204538_SmallPatches_C1-CAM6;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
Documents/PTUT/Minipatches_light_20260116/20221015T111939_SmallPatches_C3-CAM3;0;1;0;0;WEIRD;0;0;0;0.0;0 worms
